id;brand_name;device_type;model_name;color;selling_price;original_price;display;rating;strap_material;average_battery_life_days;reviews
444;GARMIN;Smartwatch;Venu;Blue;31990;39990;AMOLED Display;4;Silicone;7;
445;GARMIN;Smartwatch;Forerunner 45;Red, Black;14990;20990;OLED Display;4.4;Silicone;7;
446;GARMIN;Smartwatch;Venu 2;Black, Blue;41990;41990;AMOLED Display;4.7;Leather;14;
447;GARMIN;Smartwatch;Vivosmart 4;Purple, Black;12150;13490;OLED Display;3.9;Silicone;5;
448;GARMIN;Smartwatch;Garmin Instinct HR;Graphite, Sunburst;34990;41490;AMOLED Display;4.1;Silicone;14;
449;GARMIN;Smartwatch;Approach S62;White, Black;46990;51990;OLED Display;4.1;Silicone;12;
450;GARMIN;Smartwatch;Venu 2S;Grey, White;37990;37990;AMOLED Display;4.2;Silicone;14;
451;GARMIN;Smartwatch;Forerunner 245 Music;Black, Red ;30000;36490;LED Display;4.2;Silicone;7;
452;GARMIN;Smartwatch;Garmin Instinct HR;Flame Red;20990;28490;AMOLED Display;3.7;Silicone;7;
453;GARMIN;Smartwatch;Instinct;Blue;19990;28490;LED Display;4.4;Silicone;7;
454;GARMIN;Smartwatch;Forerunner 245;Grey, Yellow;24990;31490;LCD Display;4.6;Silicone;7;
455;GARMIN;Smartwatch;Vivomove Style;White, Pink;26990;31490;AMOLED Display;3.3;Nylon;14;
456;GARMIN;Smartwatch;Fenix 6 Pro Solar;Grey, Black;72990;88490;AMOLED Display;;Nylon;45;
457;GARMIN;Smartwatch;Fenix 6X;Black, Orange, Red;79990;88490;AMOLED Display;;Nylon;45;
458;GARMIN;Smartwatch;FORERUNNER 745 Magma Red;Magma Red;46990;51990;AMOLED Display;;Silicone;14;
459;GARMIN;Smartwatch;Fenix 6;Black, Red, Orange;76990;86690;LED Display;;Nylon;30;
460;GARMIN;Smartwatch;Lily;Purple, Grey, Brown, Black, White ;18990;20990;AMOLED Display;3.3;Silicone;7;
461;GARMIN;Smartwatch;Approach S12;Black, White;18990;20990;OLED Display;4;Silicone;12;
462;GARMIN;Smartwatch;Instinct;Graphite;19990;28490;AMOLED Display;5;Silicone;7;
463;GARMIN;Smartwatch;Vivomove 3;Black;19990;25990;OLED Display;;Silicone;7;
464;GARMIN;Smartwatch;Fenix 6X Solar;Black, Grey;105990;119490;AMOLED Display;;Leather;45;
465;GARMIN;Smartwatch;Fenix 6;Grey, Blue;77990;86690;OLED Display;;Nylon;45;
466;GARMIN;Smartwatch;Fenix 5X;Black;58490;58490;OLED Display;;Silicone;30;
467;GARMIN;Smartwatch;Vivomove Luxe;Black, Silver, White;39990;52990;AMOLED Display;;Silicone;14;
468;GARMIN;Smartwatch;Fenix 6;Black, Grey;74990;82990;OLED Display;;Leather;30;
469;GARMIN;Smartwatch;Vivomove;Black;31990;36790;AMOLED Display;3.3;Silicone;7;
470;GARMIN;Smartwatch;Fenix 6S;Black, Grey;70990;84090;LED Display;;Stainless Steel;30;
471;GARMIN;Smartwatch;Forerunner 945;Black, Blue;56490;62490;OLED Display;4.2;Silicone;14;
472;GARMIN;Smartwatch;Forerunner 55;Black;20990;20990;AMOLED Display;;Silicone;7;
473;GARMIN;Smartwatch;VIVOMOVE LUXE;Navy;35990;47490;AMOLED Display;;Silicone;14;
474;GARMIN;Smartwatch;Lily;Black;23490;25990;AMOLED Display;3.3;Silicone;7;
475;GARMIN;Smartwatch;Fenix 5X Plus;White, Black;59990;79990;AMOLED Display;;Silicone;30;
476;GARMIN;Smartwatch;Swim 2;Slate;20990;26990;AMOLED Display;;Silicone;7;
477;GARMIN;Smartwatch;Vivoactive 3 Element;Grey;14990;16990;AMOLED Display;3;Silicone;7;
478;GARMIN;Smartwatch;Vivomove 3S;Black;19990;25990;AMOLED Display;;Silicone;14;
479;GARMIN;Smartwatch;Forerunner 55;White;20990;20990;OLED Display;;Silicone;14;
480;GARMIN;Smartwatch;Vivoactive 3 Music;Black;23990;29290;OLED Display;3.6;Silicone;14;
481;GARMIN;Smartwatch;Vivomove HR;Black;16990;17990;OLED Display;3.6;Silicone;14;
482;GARMIN;Smartwatch;Fenix 6X;Bluw, White ;86990;96390;OLED Display;;Leather;45;
483;GARMIN;Smartwatch;HRM-Swim;Black;8990;8990;AMOLED Display;;Silicone;14;
484;GARMIN;Smartwatch;Garmin Instinct Solar Tactical;Grey;46990;51990;AMOLED Display;;Silicone;14;
485;GARMIN;Smartwatch;Fenix 5S Frost Blue;Blue Sapphire;39990;53190;AMOLED Display;;Silicone;30;
486;GARMIN;Smartwatch;Forerunner 935;Tidal Blue;39990;48790;AMOLED Display;4.7;Silicone;14;
487;GARMIN;Smartwatch;Hybrid 3;Black;19990;25990;LED Display;;Silicone;14;
488;GARMIN;Smartwatch;Forerunner 245 Music Japan Edition;Red, White ;29990;36490;LED Display;;Silicone;14;
489;GARMIN;Smartwatch;Fenix 5;Black;47990;52990;AMOLED Display;;Silicone;30;
490;GARMIN;Smartwatch;Instinct Solar Tidal;Tidal Blue, Flame Red;34990;41490;AMOLED Display;;Silicone;14;
491;GARMIN;Smartwatch;Fenix 5S Plus;Blue Sapphire;49990;53190;AMOLED Display;;Silicone;30;
492;GARMIN;Smartwatch;Fenix 6 Sapphire Titanium;Blue Sapphire;81990;96690;AMOLED Display;;Leather;45;
493;GARMIN;Smartwatch;Fenix 6 Sapphire Gray DLC;Black;74990;82990;AMOLED Display;;Leather;30;
494;GARMIN;Smartwatch;Vivoactive 3 Music;Blue;26990;26990;OLED Display;3.6;Silicone;14;
495;GARMIN;Smartwatch;Forerunner 935;Flame Red;33742;48990;OLED Display;4.7;Silicone;14;
496;GARMIN;Smartwatch;Forerunner 745 Whitestone;White;46990;51990;OLED Display;;Silicone;14;
497;GARMIN;Smartwatch;VIVOACTIVE 4S;Powder Gray;34990;34990;OLED Display;;Silicone;14;
498;GARMIN;Smartwatch;Forerunner 935;Black, Green, Yellow;42990;42990;OLED Display;4.7;Silicone;14;
499;GARMIN;Smartwatch;Forerunner 235;Black;18990;22990;LED Display;4.7;Silicone;14;
500;GARMIN;Smartwatch;Fenix 6S;Black, White;77990;86690;AMOLED Display;;Nylon;45;
501;GARMIN;Smartwatch;Forerunner 235;Blue;24990;31197;LED Display;4.7;Silicone;14;
502;GARMIN;Smartwatch;Venu;Black;32990;39990;LED Display;4;Silicone;14;
503;GARMIN;Smartwatch;Vivoactive 4;Black;28990;34990;AMOLED Display;4.3;Silicone;14;
504;GARMIN;Smartwatch;Forerunner 245 Music;Grey, White;33490;34990;AMOLED Display;4.2;Silicone;14;
505;GARMIN;Smartwatch;Fenix 6 Pro Solar;Yellow;84490;88490;AMOLED Display;;Nylon;45;
506;GARMIN;Smartwatch;Garmin Instinct Solar Tactical;White;42990;47490;AMOLED Display;;Silicone;14;
507;GARMIN;Smartwatch;Forerunner 745 Black;Black;46990;51990;AMOLED Display;5;Silicone;14;
508;GARMIN;Smartwatch;Vivoactive HR;Black;21990;21990;AMOLED Display;3.5;Silicone;14;
509;GARMIN;Smartwatch;Fenix 5s;Blue Sapphire;54990;54990;AMOLED Display;;Silicone;30;
510;GARMIN;Smartwatch;vivoactive 4S 40mm;Rose Gold, Slate Black;28990;34990;AMOLED Display;5;Silicone;14;
511;GARMIN;Smartwatch;Instinct;Blue, Orange;25249;26990;OLED Display;4.4;Silicone;14;
512;GARMIN;Smartwatch;Instinct Solar Camo Edition;Black, Grey;47490;47490;AMOLED Display;4.7;Silicone;14;
513;GARMIN;Smartwatch;Vivomove 3S;Black;19990;25990;AMOLED Display;;Silicone;14;
514;GARMIN;Smartwatch;Lily;Purple, White;18990;20990;LED Display;3.3;Silicone;14;
515;GARMIN;Smartwatch;Vivoactive 3 Element Cerise;Cerise;14990;16990;LED Display;;Silicone;14;
516;GARMIN;Smartwatch;Forerunner 235;Black;21999;27790;LED Display;4.7;Silicone;14;
517;GARMIN;Smartwatch;VIVOMOVE 3S Navy;Rose Gold;19990;25990;LED Display;;Silicone;14;
518;GARMIN;Smartwatch;Fenix 5s;Black, White ;34990;49990;AMOLED Display;;Silicone;30;
519;GARMIN;Smartwatch;Vivoactive 4;Purple;28990;34990;LED Display;4.3;Silicone;14;
520;GARMIN;Smartwatch;Vivoactive 3 Music;White;19144;26990;LED Display;3.6;Silicone;14;
521;GARMIN;Smartwatch;Forerunner15 Heart;Black;12999;14499;AMOLED Display;4.7;Silicone;14;
522;GARMIN;Smartwatch;Running GPS 935;Black;42990;42990;AMOLED Display;;Leather;14;
523;GARMIN;Smartwatch;Forerunner;Black;44990;44990;AMOLED Display;;Leather;14;
524;GARMIN;Smartwatch;Approach S20;Black, White ;15990;19990;OLED Display;4.1;Silicone;12;
525;GARMIN;Smartwatch;Forerunner 235 Activity Tracker;Black;22990;22990;AMOLED Display;;Silicone;14;
526;GARMIN;Smartwatch;Vivoactive 3 element;Black;22990;29990;AMOLED Display;3.6;Silicone;14;
527;GARMIN;Smartwatch;Fenix;Black;54990;54990;AMOLED Display;;Leather;30;
528;GARMIN;Smartwatch;Forerunner 35;Frost Blue;16990;16990;AMOLED Display;;Silicone;14;
529;GARMIN;Smartwatch;Forerunner;Black;16990;16990;AMOLED Display;;Silicone;14;
530;GARMIN;Smartwatch;Forerunner;Blue;29990;29990;AMOLED Display;;Silicone;14;
531;GARMIN;Smartwatch;Vivoactive 3 element;Grey;13578;24990;LED Display;3.6;Silicone;14;
532;GARMIN;Smartwatch;Rubber 35;Black;16990;16990;LED Display;2;Silicone;14;
533;GARMIN;Smartwatch;FORRUNNER 235;Black;22990;22990;LED Display;;Silicone;14;
534;GARMIN;Smartwatch;Forerunner;Black;27990;27990;LED Display;;Silicone;14;
535;GARMIN;Smartwatch;Forerunner Fitness Notifier;Black;15990;16743;LED Display;;Silicone;14;
536;GARMIN;Smartwatch;Vivomove HR;Black;12990;19990;LED Display;3.7;Silicone;14;
537;GARMIN;Smartwatch;Vivoactive 3 element;Blue;16990;16990;AMOLED Display;3.6;Silicone;14;
538;GARMIN;Smartwatch;Vivoactive;Black;27990;27990;AMOLED Display;4.8;Silicone;14;
539;GARMIN;Smartwatch;Forerunner 735XT;Black;39990;39990;LED Display;;Silicone;14;
540;GARMIN;Smartwatch;HR GPS Smart;Black;15999;20000;AMOLED Display;;Silicone;14;
541;GARMIN;Smartwatch;Hybrid;Rose Gold;15911;21335;LED Display;;Silicone;7;
542;OnePlus;Smartwatch;Watch;Black, Silver;14999;16999;AMOLED Display;4.4;Elastomer;14;
543;Huawei;Smartwatch;GT2 46mm;Black, Brown;14990;20990;AMOLED Display;4.5;Elastomer;14;
544;Huawei;Smartwatch;GT2 Pro;Black;22990;29990;AMOLED Display;4.4;Elastomer;14;
545;Huawei;Smartwatch;GT2 Pro;Grey;24990;34990;AMOLED Display;3.5;Elastomer;14;
546;Huawei;Smartwatch;GT2 eSport;Black;11990;19990;AMOLED Display;4.3;Elastomer;14;
547;Huawei;Smartwatch;GT2 eSport;Red;8990;19990;AMOLED Display;4.3;Elastomer;14;
548;Huawei;Smartwatch;GT2 eActive;Green, Red;11990;19990;AMOLED Display;4.3;Thermoplastic polyurethane;14;
549;Huawei;Smartwatch;GT2 42mm;Black;14990;19990;AMOLED Display;4.3;Elastomer;14;
550;Huawei;Smartwatch;Stainless Steel;Black;19990;19990;AMOLED Display;4.5;Leather;14;
551;Huawei;Smartwatch;GT Active;Green;8990;20990;AMOLED Display;4.4;Silicone;14;
552;Huawei;Smartwatch;GT Active;Orange;15990;20990;AMOLED Display;4.4;Silicone;14;
553;Huawei;Smartwatch;GT Sport;Black;10990;20990;AMOLED Display;4.4;Silicone;14;
554;Huawei;Smartwatch;GT Classic;Brown;10990;21990;AMOLED Display;4.5;Leather;14;
555;Huawei;Smartwatch;GT2 46mm;Grey;20990;30990;AMOLED Display;4.5;Stainless Steel;14;
556;Huawei;Smartwatch;Fit;Blue;9999;9999;AMOLED Display;3.4;Silicone;7;
557;Huawei;Smartwatch;Fit;Orange;6999;9999;AMOLED Display;3.4;Silicone;7;
558;Huawei;Smartwatch;Watch 2 Sport;Black;29999;29999;AMOLED Display;3.8;Silicone;7;
559;Huawei;Smartwatch;Watch 32564546;Black;49999;49999;AMOLED Display;4.1;Silicone;14;
560;Huawei;Smartwatch;Watch 2;Black;25999;25999;AMOLED Display;3.9;Leather;7;
561;Huawei;Smartwatch;Watch 36456;Black;55000;55000;AMOLED Display;4.1;Silicone;14;
562;Huawei;Smartwatch;GT Fortuna-B19S Sport;Black;13990;20990;AMOLED Display;4.1;Elastomer;14;
563;GOQii;FitnessBand;HR;Black;1999;1999;OLED Display;3.8;Silicone;7;
564;GOQii;FitnessBand;Vital;Black;3499;3499;OLED Display;3.7;Thermoplastic polyurethane;7;
565;FOSSIL;Smartwatch;Gen 5E;Grey, Multicolor;18495;18495;AMOLED Display;4.2;Stainless Steel;1;
